date,year,month,factory_id,factory_name,product_id,product_name,part_id,part_name,part_type,part_unit_cost,required_part_id,actual_part_used,daily_demand,initial_stock,current_stock,min_stock,dead_stock_amount,is_dead_stock,stock_turnover,capital_tied,substitute_awareness,has_substitute,substitute_used,demand_factor,is_anomaly_day,is_anomaly_month
2024-10-23,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,46,30,0.0,False,0.043478260869565216,2208,0.0,False,,1.0075162486973464,False,False
2024-10-23,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,83,50,0.0,False,0.04819277108433735,8300,0.0,False,,1.0812075835580712,False,False
2024-10-23,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,66,40,0.0,False,0.06060606060606061,9900,0.0,False,,1.0812075835580712,False,False
2024-10-23,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,80,50,0.0,False,0.0375,8000,0.0,False,,0.9454518409517176,False,False
2024-10-23,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9454518409517176,False,False
2024-10-23,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1887128330883843,False,False
2024-10-23,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,3,50,40,30,0.0,False,0.075,1920,0.0,False,,1.1887128330883843,False,False
2024-10-23,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,73,50,0.0,False,0.0547945205479452,7300,0.0,False,,1.1849789179768444,False,False
2024-10-23,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,62,40,0.0,False,0.06451612903225806,9300,0.0,False,,1.1849789179768444,False,False
2024-10-24,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,70,50,0.0,False,0.04285714285714286,7000,0.0,False,,0.9007129183301457,False,False
2024-10-24,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9007129183301457,False,False
2024-10-24,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9988994023569542,False,False
2024-10-24,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,35,30,0.0,False,0.05714285714285714,1680,0.0,False,,0.9988994023569542,False,False
2024-10-24,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,65,50,0.0,False,0.046153846153846156,6500,0.0,False,,0.9203513239267078,False,False
2024-10-24,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,59,40,0.0,False,0.05084745762711865,8850,0.0,False,,0.9203513239267078,False,False
2024-10-24,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,62,50,0.0,False,0.04838709677419355,6200,0.0,False,,0.9139361977509871,False,False
2024-10-24,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9139361977509871,False,False
2024-10-24,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8147547789418131,False,False
2024-10-24,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,30,30,0.0,False,0.06666666666666667,1440,0.0,False,,0.8147547789418131,False,False
2024-10-24,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,56,50,0.0,False,0.07142857142857142,5600,0.0,False,,1.0438257335919587,False,False
2024-10-24,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,55,40,0.0,False,0.07272727272727272,8250,0.0,False,,1.0438257335919587,False,False
2024-10-25,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,53,50,0.0,False,0.05660377358490566,5300,0.0,False,,1.0010716092915446,False,False
2024-10-25,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,60,30,0.0,False,0.05,3000,0.0,False,,1.0010716092915446,False,False
2024-10-25,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8205915004999957,False,False
2024-10-25,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.8205915004999957,False,False
2024-10-25,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,100,50,0.0,False,0.03,10000,0.0,False,,0.9114585856946446,False,False
2024-10-25,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,52,40,0.0,False,0.057692307692307696,7800,0.0,False,,0.9114585856946446,False,False
2024-10-25,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,97,50,0.0,False,0.030927835051546393,9700,0.0,False,,1.1633063543866615,False,False
2024-10-25,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,55,30,0.0,False,0.05454545454545454,2750,0.0,False,,1.1633063543866615,False,False
2024-10-25,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.895824756266789,False,False
2024-10-25,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.895824756266789,False,False
2024-10-25,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,92,50,0.0,False,0.03260869565217391,9200,0.0,False,,0.8579579488364892,False,False
2024-10-25,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,49,40,0.0,False,0.061224489795918366,7350,0.0,False,,0.8579579488364892,False,False
2024-10-26,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,89,50,0.0,False,0.033707865168539325,8900,0.0,False,,0.9957811041110252,False,False
2024-10-26,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,50,30,0.0,False,0.06,2500,0.0,False,,0.9957811041110252,False,False
2024-10-26,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1942601816442402,False,False
2024-10-26,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,3,50,30,30,0.0,False,0.1,1440,1.0,True,PT003,1.1942601816442402,False,False
2024-10-26,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,83,50,0.0,False,0.03614457831325301,8300,0.0,False,,0.8968221086046002,False,False
2024-10-26,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,46,40,0.0,False,0.06521739130434782,6900,0.0,False,,0.8968221086046002,False,False
2024-10-26,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,80,50,0.0,False,0.0375,8000,0.0,False,,1.0688542189623513,False,False
2024-10-26,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,44,30,0.0,False,0.06818181818181818,2200,0.0,False,,1.0688542189623513,False,False
2024-10-26,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.104647846131487,False,False
2024-10-26,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,1.104647846131487,False,False
2024-10-26,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,75,50,0.0,False,0.04,7500,0.0,False,,0.8950550175969599,False,False
2024-10-26,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,43,40,0.0,False,0.06976744186046512,6450,0.0,False,,0.8950550175969599,False,False
2024-10-27,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,72,50,0.0,False,0.041666666666666664,7200,0.0,False,,1.0912865394447437,False,False
2024-10-27,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,39,30,0.0,False,0.07692307692307693,1950,0.0,False,,1.0912865394447437,False,False
2024-10-27,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9471132530877013,False,False
2024-10-27,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.9471132530877013,False,False
2024-10-27,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,66,50,0.0,False,0.06060606060606061,6600,0.0,False,,1.0529223322374317,False,False
2024-10-27,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,80,40,0.0,False,0.05,12000,0.0,False,,1.0529223322374317,False,False
2024-10-27,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,63,50,0.0,False,0.047619047619047616,6300,0.0,False,,1.0534118843043578,False,False
2024-10-27,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,34,30,0.0,False,0.08823529411764706,1700,0.0,False,,1.0534118843043578,False,False
2024-10-27,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.0143098736299034,False,False
2024-10-27,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,1.0143098736299034,False,False
2024-10-27,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,58,50,0.0,False,0.05172413793103448,5800,0.0,False,,0.8361159080217634,False,False
2024-10-27,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,77,40,0.0,False,0.03896103896103896,11550,0.0,False,,0.8361159080217634,False,False
2024-10-28,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,55,50,0.0,False,0.05454545454545454,5500,0.0,False,,1.1341209982356952,False,False
2024-10-28,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,60,30,0.0,False,0.05,3000,0.0,False,,1.1341209982356952,False,False
2024-10-28,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9283120259886943,False,False
2024-10-28,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.9283120259886943,False,False
2024-10-28,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,50,50,0.0,False,0.06,5000,0.0,False,,0.8746074041599418,False,False
2024-10-28,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,74,40,0.0,False,0.04054054054054054,11100,0.0,False,,0.8746074041599418,False,False
2024-10-28,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,2,66,100,50,0.0,False,0.02,10000,0.0,False,,0.8163100566219056,False,False
2024-10-28,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,2,54,56,30,0.0,False,0.03571428571428571,2800,0.0,False,,0.8163100566219056,False,False
2024-10-28,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.0363571772752966,False,False
2024-10-28,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,1.0363571772752966,False,False
2024-10-28,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,94,50,0.0,False,0.0425531914893617,9400,0.0,False,,1.071025744736913,False,False
2024-10-28,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,70,40,0.0,False,0.05714285714285714,10500,0.0,False,,1.071025744736913,False,False
2024-10-29,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,2,66,92,50,0.0,False,0.021739130434782608,9200,0.0,False,,0.8066351315711425,False,False
2024-10-29,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,2,54,52,30,0.0,False,0.038461538461538464,2600,0.0,False,,0.8066351315711425,False,False
2024-10-29,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.0048372233197125,False,False
2024-10-29,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,1.0048372233197125,False,False
2024-10-29,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,87,50,0.0,False,0.034482758620689655,8700,0.0,False,,0.8905983100791752,False,False
2024-10-29,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,67,40,0.0,False,0.04477611940298507,10050,0.0,False,,0.8905983100791752,False,False
2024-10-29,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,84,50,0.0,False,0.03571428571428571,8400,0.0,False,,1.0580691161637799,False,False
2024-10-29,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,47,30,0.0,False,0.06382978723404255,2350,0.0,False,,1.0580691161637799,False,False
2024-10-29,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8697465716019966,False,False
2024-10-29,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.8697465716019966,False,False
2024-10-29,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,78,50,0.0,False,0.05128205128205128,7800,0.0,False,,1.0763750952409863,False,False
2024-10-29,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,63,40,0.0,False,0.06349206349206349,9450,0.0,False,,1.0763750952409863,False,False
2024-10-30,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,75,50,0.0,False,0.04,7500,0.0,False,,0.954694138520215,False,False
2024-10-30,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,42,30,0.0,False,0.07142857142857142,2100,0.0,False,,0.954694138520215,False,False
2024-10-30,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1746919954946937,False,False
2024-10-30,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,3,50,30,30,0.0,False,0.1,1440,1.0,True,PT003,1.1746919954946937,False,False
2024-10-30,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,69,50,0.0,False,0.043478260869565216,6900,0.0,False,,0.8550083776583973,False,False
2024-10-30,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,60,40,0.0,False,0.05,9000,0.0,False,,0.8550083776583973,False,False
2024-10-30,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,66,50,0.0,False,0.045454545454545456,6600,0.0,False,,0.9364265404201034,False,False
2024-10-30,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,36,30,0.0,False,0.08333333333333333,1800,0.0,False,,0.9364265404201034,False,False
2024-10-30,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8453894084962357,False,False
2024-10-30,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.8453894084962357,False,False
2024-10-30,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,60,50,0.0,False,0.06666666666666667,6000,0.0,False,,1.169877447311425,False,False
2024-10-30,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,56,40,0.0,False,0.07142857142857142,8400,0.0,False,,1.169877447311425,False,False
2024-10-31,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,57,50,0.0,False,0.05263157894736842,5700,0.0,False,,1.1509357413523924,False,False
2024-10-31,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,31,30,0.0,False,0.0967741935483871,1550,0.0,False,,1.1509357413523924,False,False
2024-10-31,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9031766510860623,False,False
2024-10-31,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,0.9031766510860623,False,False
2024-10-31,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,51,50,0.0,False,0.0784313725490196,5100,0.0,False,,1.0639936184136716,False,False
2024-10-31,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,52,40,0.0,False,0.07692307692307693,7800,0.0,False,,1.0639936184136716,False,False
2024-10-31,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,100,50,0.0,False,0.03,10000,0.0,False,,1.1268888800804864,False,False
2024-10-31,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,60,30,0.0,False,0.05,3000,0.0,False,,1.1268888800804864,False,False
2024-10-31,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.022080324639785,False,False
2024-10-31,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,1.022080324639785,False,False
2024-10-31,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,94,50,0.0,False,0.0425531914893617,9400,0.0,False,,1.0118602313424025,False,False
2024-10-31,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,48,40,0.0,False,0.08333333333333333,7200,0.0,False,,1.0118602313424025,False,False
2024-11-01,2024,11,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,61,61,50,0.0,False,0.04918032786885246,6100,1.0,True,PT002,1.1601672228653321,False,False
2024-11-01,2024,11,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,55,55,30,0.0,False,0.05454545454545454,2750,1.0,True,PT004,1.1601672228653321,False,False
2024-11-01,2024,11,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,60,57,50,0.0,False,0.03508771929824561,5415,1.0,True,PT001,1.0532405829093072,False,False
2024-11-01,2024,11,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,51,48,30,0.0,False,0.041666666666666664,2304,1.0,True,PT003,1.0532405829093072,False,False
2024-11-01,2024,11,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,61,59,50,0.0,False,0.05084745762711865,5900,1.0,True,PT002,0.9356119164194803,False,False
2024-11-01,2024,11,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,54,51,40,0.0,False,0.058823529411764705,7650,0.0,False,,0.9356119164194803,False,False
2024-11-01,2024,11,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,61,59,50,0.0,False,0.05084745762711865,5900,1.0,True,PT002,0.9396838298450644,False,False
2024-11-01,2024,11,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,55,53,30,0.0,False,0.05660377358490566,2650,1.0,True,PT004,0.9396838298450644,False,False
2024-11-01,2024,11,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,60,51,50,0.0,False,0.0392156862745098,4845,1.0,True,PT001,1.0903822715480957,False,False
2024-11-01,2024,11,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,51,45,30,0.0,False,0.044444444444444446,2160,1.0,True,PT003,1.0903822715480957,False,False
2024-11-01,2024,11,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,4,61,57,50,0.0,False,0.07017543859649122,5700,1.0,True,PT002,1.1588441039810309,False,False
2024-11-01,2024,11,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,54,47,40,0.0,False,0.0851063829787234,7050,0.0,False,,1.1588441039810309,False,False
2024-11-02,2024,11,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,61,54,50,0.0,False,0.05555555555555555,5400,0.0,False,,1.154834569706047,False,False
2024-11-02,2024,11,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,55,51,30,0.0,False,0.058823529411764705,2550,1.0,True,PT004,1.154834569706047,False,False
2024-11-02,2024,11,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,60,100,50,0.0,False,0.02,9500,1.0,True,PT001,1.1119502183430496,False,False
2024-11-02,2024,11,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,51,42,30,0.0,False,0.047619047619047616,2016,1.0,True,PT003,1.1119502183430496,False,False
2024-11-02,2024,11,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,4,61,52,50,0.0,False,0.07692307692307693,5200,1.0,True,PT002,1.056812658461715,False,False
2024-11-02,2024,11,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,54,43,40,0.0,False,0.09302325581395349,6450,0.0,False,,1.056812658461715,False,False
2024-11-02,2024,11,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,2,61,52,50,0.0,False,0.038461538461538464,5200,1.0,True,PT002,0.8336559859980196,False,False
2024-11-02,2024,11,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,2,55,49,30,0.0,False,0.04081632653061224,2450,1.0,True,PT004,0.8336559859980196,False,False
2024-11-02,2024,11,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,60,94,50,0.0,False,0.02127659574468085,8930,1.0,True,PT001,0.8646514856378456,False,False
2024-11-02,2024,11,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,51,40,30,0.0,False,0.05,1920,1.0,True,PT003,0.8646514856378456,False,False
2024-11-02,2024,11,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,4,61,50,50,0.0,False,0.08,5000,1.0,True,PT002,1.1594216754108317,False,False
2024-11-02,2024,11,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,54,80,40,0.0,False,0.05,12000,0.0,False,,1.1594216754108317,False,False
2024-11-03,2024,11,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,61,50,50,0.0,False,0.06,5000,1.0,True,PT002,1.0425716238638358,False,False
2024-11-03,2024,11,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,55,47,30,0.0,False,0.06382978723404255,2350,1.0,True,PT004,1.0425716238638358,False,False
2024-11-03,2024,11,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,60,85,50,0.0,False,0.023529411764705882,8075,0.0,False,,0.8036788206466519,False,False
2024-11-03,2024,11,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,51,37,30,0.0,False,0.05405405405405406,1776,1.0,True,PT003,0.8036788206466519,False,False
2024-11-03,2024,11,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,61,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.8405886171464129,False,False
2024-11-03,2024,11,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,54,77,40,0.0,False,0.03896103896103896,11550,0.0,False,,0.8405886171464129,False,False
2024-11-03,2024,11,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,61,50,50,0.0,False,0.06,5000,1.0,True,PT002,1.0654007076432224,False,False
2024-11-03,2024,11,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,55,45,30,0.0,False,0.06666666666666667,2250,1.0,True,PT004,1.0654007076432224,False,False
2024-11-03,2024,11,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,60,77,50,0.0,False,0.025974025974025976,7315,0.0,False,,0.8020246335384875,False,False
2024-11-03,2024,11,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,51,34,30,0.0,False,0.058823529411764705,1632,1.0,True,PT003,0.8020246335384875,False,False
2024-11-03,2024,11,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,61,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.8643232205669995,False,False
2024-11-03,2024,11,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,54,74,40,0.0,False,0.04054054054054054,11100,0.0,False,,0.8643232205669995,False,False
2024-11-04,2024,11,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,61,50,50,0.0,False,0.06,5000,1.0,True,PT002,1.0194935157466345,False,False
2024-11-04,2024,11,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,55,43,30,0.0,False,0.06976744186046512,2150,1.0,True,PT004,1.0194935157466345,False,False
2024-11-04,2024,11,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,60,69,50,0.0,False,0.028985507246376812,6555,0.0,False,,1.0767580790770772,False,False
